enu,nue,nuebar,numu,numubar,nutau,nutaubar
4.43E+10,6.59E-31,6.59E-31,6.59E-31,6.59E-31,6.59E-31,6.59E-31
4.96E+10,4.67E-31,4.67E-31,4.67E-31,4.67E-31,4.67E-31,4.67E-31
5.45E+10,3.46E-31,3.46E-31,3.46E-31,3.46E-31,3.46E-31,3.46E-31
6.01E+10,2.52E-31,2.52E-31,2.52E-31,2.52E-31,2.52E-31,2.52E-31
6.63E+10,1.83E-31,1.83E-31,1.83E-31,1.83E-31,1.83E-31,1.83E-31
7.15E+10,1.39E-31,1.39E-31,1.39E-31,1.39E-31,1.39E-31,1.39E-31
7.77E+10,1.06E-31,1.06E-31,1.06E-31,1.06E-31,1.06E-31,1.06E-31
8.26E+10,8.30E-32,8.30E-32,8.30E-32,8.30E-32,8.30E-32,8.30E-32
8.70E+10,6.73E-32,6.73E-32,6.73E-32,6.73E-32,6.73E-32,6.73E-32
9.22E+10,5.37E-32,5.37E-32,5.37E-32,5.37E-32,5.37E-32,5.37E-32
9.86E+10,4.23E-32,4.23E-32,4.23E-32,4.23E-32,4.23E-32,4.23E-32
1.05E+11,3.31E-32,3.31E-32,3.31E-32,3.31E-32,3.31E-32,3.31E-32
1.11E+11,2.60E-32,2.60E-32,2.60E-32,2.60E-32,2.60E-32,2.60E-32
1.19E+11,2.00E-32,2.00E-32,2.00E-32,2.00E-32,2.00E-32,2.00E-32
1.26E+11,1.61E-32,1.61E-32,1.61E-32,1.61E-32,1.61E-32,1.61E-32
1.32E+11,1.31E-32,1.31E-32,1.31E-32,1.31E-32,1.31E-32,1.31E-32
1.39E+11,1.07E-32,1.07E-32,1.07E-32,1.07E-32,1.07E-32,1.07E-32
1.46E+11,8.59E-33,8.59E-33,8.59E-33,8.59E-33,8.59E-33,8.59E-33
1.53E+11,6.92E-33,6.92E-33,6.92E-33,6.92E-33,6.92E-33,6.92E-33
1.61E+11,5.57E-33,5.57E-33,5.57E-33,5.57E-33,5.57E-33,5.57E-33
1.66E+11,4.58E-33,4.58E-33,4.58E-33,4.58E-33,4.58E-33,4.58E-33
1.74E+11,3.67E-33,3.67E-33,3.67E-33,3.67E-33,3.67E-33,3.67E-33
1.84E+11,2.92E-33,2.92E-33,2.92E-33,2.92E-33,2.92E-33,2.92E-33
1.92E+11,2.35E-33,2.35E-33,2.35E-33,2.35E-33,2.35E-33,2.35E-33
2.02E+11,1.84E-33,1.84E-33,1.84E-33,1.84E-33,1.84E-33,1.84E-33
2.13E+11,1.42E-33,1.42E-33,1.42E-33,1.42E-33,1.42E-33,1.42E-33
2.25E+11,1.11E-33,1.11E-33,1.11E-33,1.11E-33,1.11E-33,1.11E-33
2.31E+11,9.31E-34,9.31E-34,9.31E-34,9.31E-34,9.31E-34,9.31E-34
2.44E+11,7.30E-34,7.30E-34,7.30E-34,7.30E-34,7.30E-34,7.30E-34
2.52E+11,6.12E-34,6.12E-34,6.12E-34,6.12E-34,6.12E-34,6.12E-34
2.58E+11,5.23E-34,5.23E-34,5.23E-34,5.23E-34,5.23E-34,5.23E-34
2.65E+11,4.45E-34,4.45E-34,4.45E-34,4.45E-34,4.45E-34,4.45E-34
2.73E+11,3.77E-34,3.77E-34,3.77E-34,3.77E-34,3.77E-34,3.77E-34
2.82E+11,3.17E-34,3.17E-34,3.17E-34,3.17E-34,3.17E-34,3.17E-34
2.92E+11,2.64E-34,2.64E-34,2.64E-34,2.64E-34,2.64E-34,2.64E-34
3.01E+11,2.23E-34,2.23E-34,2.23E-34,2.23E-34,2.23E-34,2.23E-34
3.11E+11,1.85E-34,1.85E-34,1.85E-34,1.85E-34,1.85E-34,1.85E-34
3.21E+11,1.53E-34,1.53E-34,1.53E-34,1.53E-34,1.53E-34,1.53E-34
3.33E+11,1.24E-34,1.24E-34,1.24E-34,1.24E-34,1.24E-34,1.24E-34
3.44E+11,1.02E-34,1.02E-34,1.02E-34,1.02E-34,1.02E-34,1.02E-34
3.56E+11,8.39E-35,8.39E-35,8.39E-35,8.39E-35,8.39E-35,8.39E-35
