enu,nue,nuebar,numu,numubar,nutau,nutaubar
8.649E+10,4.675E-32,4.675E-32,4.675E-32,4.675E-32,4.675E-32,4.675E-32
9.303E+10,3.593E-32,3.593E-32,3.593E-32,3.593E-32,3.593E-32,3.593E-32
1.001E+11,2.755E-32,2.755E-32,2.755E-32,2.755E-32,2.755E-32,2.755E-32
1.071E+11,2.113E-32,2.113E-32,2.113E-32,2.113E-32,2.113E-32,2.113E-32
1.130E+11,1.676E-32,1.676E-32,1.676E-32,1.676E-32,1.676E-32,1.676E-32
1.206E+11,1.293E-32,1.293E-32,1.293E-32,1.293E-32,1.293E-32,1.293E-32
1.301E+11,9.758E-33,9.758E-33,9.758E-33,9.758E-33,9.758E-33,9.758E-33
1.374E+11,7.692E-33,7.692E-33,7.692E-33,7.692E-33,7.692E-33,7.692E-33
1.478E+11,5.781E-33,5.781E-33,5.781E-33,5.781E-33,5.781E-33,5.781E-33
1.560E+11,4.578E-33,4.578E-33,4.578E-33,4.578E-33,4.578E-33,4.578E-33
1.631E+11,3.723E-33,3.723E-33,3.723E-33,3.723E-33,3.723E-33,3.723E-33
1.728E+11,2.924E-33,2.924E-33,2.924E-33,2.924E-33,2.924E-33,2.924E-33
1.820E+11,2.323E-33,2.323E-33,2.323E-33,2.323E-33,2.323E-33,2.323E-33
1.928E+11,1.797E-33,1.797E-33,1.797E-33,1.797E-33,1.797E-33,1.797E-33
2.036E+11,1.400E-33,1.400E-33,1.400E-33,1.400E-33,1.400E-33,1.400E-33
2.119E+11,1.111E-33,1.111E-33,1.111E-33,1.111E-33,1.111E-33,1.111E-33
2.243E+11,8.502E-34,8.502E-34,8.502E-34,8.502E-34,8.502E-34,8.502E-34
2.356E+11,6.611E-34,6.611E-34,6.611E-34,6.611E-34,6.611E-34,6.611E-34
2.518E+11,5.038E-34,5.038E-34,5.038E-34,5.038E-34,5.038E-34,5.038E-34
2.620E+11,4.002E-34,4.002E-34,4.002E-34,4.002E-34,4.002E-34,4.002E-34
2.725E+11,3.180E-34,3.180E-34,3.180E-34,3.180E-34,3.180E-34,3.180E-34
2.826E+11,2.620E-34,2.620E-34,2.620E-34,2.620E-34,2.620E-34,2.620E-34
2.931E+11,2.153E-34,2.153E-34,2.153E-34,2.153E-34,2.153E-34,2.153E-34
3.031E+11,1.770E-34,1.770E-34,1.770E-34,1.770E-34,1.770E-34,1.770E-34
3.226E+11,1.347E-34,1.347E-34,1.347E-34,1.347E-34,1.347E-34,1.347E-34
3.280E+11,1.128E-34,1.128E-34,1.128E-34,1.128E-34,1.128E-34,1.128E-34
3.422E+11,8.867E-35,8.867E-35,8.867E-35,8.867E-35,8.867E-35,8.867E-35
3.595E+11,6.592E-35,6.592E-35,6.592E-35,6.592E-35,6.592E-35,6.592E-35
3.893E+11,4.782E-35,4.782E-35,4.782E-35,4.782E-35,4.782E-35,4.782E-35
4.022E+11,3.810E-35,3.810E-35,3.810E-35,3.810E-35,3.810E-35,3.810E-35
4.235E+11,3.000E-35,3.000E-35,3.000E-35,3.000E-35,3.000E-35,3.000E-35
4.313E+11,2.474E-35,2.474E-35,2.474E-35,2.474E-35,2.474E-35,2.474E-35
4.327E+11,2.073E-35,2.073E-35,2.073E-35,2.073E-35,2.073E-35,2.073E-35
4.597E+11,1.503E-35,1.503E-35,1.503E-35,1.503E-35,1.503E-35,1.503E-35
4.806E+11,1.004E-35,1.004E-35,1.004E-35,1.004E-35,1.004E-35,1.004E-35
4.855E+11,1.103E-35,1.103E-35,1.103E-35,1.103E-35,1.103E-35,1.103E-35
4.908E+11,8.402E-36,8.402E-36,8.402E-36,8.402E-36,8.402E-36,8.402E-36
5.153E+11,6.697E-36,6.697E-36,6.697E-36,6.697E-36,6.697E-36,6.697E-36
